OBJECTID,ID_No,Name,Name_Other,Components,Part_of,Rec_Type,Rec_Note,Country,State_Prov,Latitude,Longitude,Loc_Note,Dep_Type,Dep_Note,Dep_Form,Commods,Status,Stat_Note,Oth_Mins,Age_Mzn,Age_Ma,Host_Age,HAge_Ma,Host_Lith,Host_Unit,Assoc_Rock,Alteration,Company,Comments,Ref_List,Discov_Yr,Expl_Note,Mine_Meth,P_Status,PStat_Note,P_Years,P_refs,P_Note,RR_Ore_Mt,RR_TREO_Mt,RR_TREOgrd,RR_REE_grd,RR_Cutoff,RR_HM_Mt,RR_HM_pct,RR_min_Mt,RR_min_pct,RR_mon_Mt,RR_mon_pct,RR_oth_grd,RR_Yr_Est,RR_Refs,RR_RegCode,RR_Note,Region,has_REE,lat_z,lon_z,region_Africa,region_Antarctica,region_China,region_East Asia,region_Europe,region_Middle East,region_North America,region_Oceania,region_Russian Federation,region_South America,region_South and Central Asia,is_composite_system,is_part_of_complex,rec_type_district or area,rec_type_district or area(?),rec_type_intrusion or complex,rec_type_intrusion or complex(?),rec_type_site,rec_type_site(?),system_class,system_alkaline_intrusive,system_carbonatite,system_clay_laterite,system_hydrothermal,system_other,system_pegmatite,system_placer,system_skarn,system_vein,dep_form_ ,"dep_form_banded or laminated, disseminated, massive","dep_form_banded or laminated, lens, stockwork","dep_form_banded or laminated, lens, veinlet","dep_form_banded or laminated, massive",dep_form_bedded or layered,"dep_form_bedded, disseminated, banded",dep_form_bedded; pelletal; bioclasts,dep_form_breccia,"dep_form_breccia pipes, nests, veins","dep_form_breccia, concretions","dep_form_breccia, massive, layered, dikes, veins",dep_form_brecciated,dep_form_dike,"dep_form_dike, disseminated, stockwork","dep_form_dike, lens","dep_form_dike, vein","dep_form_dike, vein, lens","dep_form_dike, veins",dep_form_dike-shaped body,dep_form_dikes,dep_form_dikes and plugs,dep_form_dikes or sills,"dep_form_dikes, breccia, blanket-shaped bodies","dep_form_dikes, plugs, breccia","dep_form_dikes, sills","dep_form_dikes, vein","dep_form_dikes, veins, cement, breccia fillings","dep_form_dikes, veins, sills, tock-like bodies","dep_form_dikes, veins, veinlets",dep_form_disseminated,"dep_form_disseminated, dikes","dep_form_disseminated, layers","dep_form_disseminated, stratabound","dep_form_disseminated, vein","dep_form_disseminated, veins","dep_form_disseminated, veins, lenses",dep_form_laterite,dep_form_layer,"dep_form_layer, banded, disseminated",dep_form_lens,dep_form_lens or lensoid,"dep_form_lens or lensoid, vein, veinlet, breccia","dep_form_lens, dike","dep_form_lens, dikes, pegmatite","dep_form_lens, dikes, pegmatites","dep_form_lens, disseminated","dep_form_lens, vein","dep_form_lens, vein, nodules",dep_form_lenticular,"dep_form_mantle-shaped, veins",dep_form_massive,dep_form_massive layers or bands,"dep_form_massive, breccia","dep_form_massive, lens, vein","dep_form_massive, oolitic, breccia","dep_form_massive, vein","dep_form_massive, vein, veinlet","dep_form_nest, lens, vein, disseminated","dep_form_nests, veinlets",dep_form_nodular,dep_form_pegmatite,dep_form_pegmatite dikes,dep_form_pegmatite(?),"dep_form_pegmatite, disseminated","dep_form_pegmatite, other","dep_form_pegmatite, stockwork, vein",dep_form_pegmatites,"dep_form_pegmatites, disseminated","dep_form_pegmatites, veins","dep_form_pegmatitic, sill, vein, stockwork","dep_form_plug, dike","dep_form_seams, dikes",dep_form_sheets,dep_form_sill,"dep_form_stock, breccia, dikes, sills",dep_form_stockwork,"dep_form_stockwork, stratiform","dep_form_stockwork, vein","dep_form_stockwork, veins",dep_form_stratabound,dep_form_stratiform,"dep_form_stratiform oolitic, massive","dep_form_stratiform, lensoid","dep_form_stratiform, nodular, pebbles","dep_form_stratiform, oolitic","dep_form_stratiform, pelletal to massive","dep_form_stratiform, pelletal, nodular","dep_form_stratiform, roll, lenticular, tabular","dep_form_stratiform, veinlets, disseminations",dep_form_stratiform; lenses and nodules,dep_form_tabular,"dep_form_tabular, roll-shape",dep_form_unknown,dep_form_vein,"dep_form_vein, dike","dep_form_vein, dikes, lenses","dep_form_vein, lens, stockwork, dike","dep_form_vein, stockwork","dep_form_vein, stockwork, breccia, massive","dep_form_vein, stockwork, dike","dep_form_vein, stockwork, mineralized cupolas","dep_form_vein, veinlets",dep_form_vein-shaped,dep_form_veinlets,"dep_form_veinlets, disseminations",dep_form_veins,"dep_form_veins, dikes","dep_form_veins, lens","dep_form_veins, lenses","dep_form_veins, loads","dep_form_veins, nests","dep_form_veins, other(?)","dep_form_veins, pegmatite","dep_form_veins, pegmatites","dep_form_veins, pegmatites, dikes","dep_form_veins, stockwork","dep_form_veins, veinlets, stockworks",has_Nb,has_Ta,has_Th,has_U,has_P,has_F,has_Zr,commodity_count,is_producing,is_prospect,is_occurrence_only
103,4213,Kudaru, , , ,intrusion or complex, ,Nigeria,Kaduna,10.6167,8.4333, ,alkaline igneous, , ,REE,Showing, ,"riebeckite, fayalite, aegirine-augite, biotite, arfvedsonite, hedenbergite",Jurassic(?),,Jurassic,,riebeckite granite,,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.28751953861027213,-0.4461257040946734,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
104,4233,KZN—Hillendale Mine, , ,Richards Bay,site(?), ,South Africa,Kwazulu-Natal,-28.8427,31.9134, ,shoreline placer, , ,"Ti, Zr, REE",Deposit, ,,,,,,,,,,Tronox Limited,,Tronox (2014),,,,No production(?),Past producer TiO2 (closed 2014).,,,,,,,,,,,,,,,,,,,,Africa,1,-1.4554179467713482,-0.15489370739930539,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,0
105,4140,Lahjeyra, , , ,district or area, ,Morocco,Oued ed Dahab-Lagouira,22.8543,-15.7357,This part of Morocco is in dispute with Western Sahara. ,other igneous deposit,annular volcanic structure, ,"REE, Nb, Fe, Mo, Au, V",Occurrence, ,quartz,,,,,"iron oxide rock, silica breccia",,sedimentary carbonate rock,,,,Morocco ONHYM (2015c),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,0.0746824603991396,-0.745902371490909,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,1
106,4141,Lamlaga, , , ,district or area, ,Morocco,Oued ed Dahab-Lagouira,22.5207,-15.9928,This part of Morocco is in dispute with Western Sahara. ,other igneous deposit,annular volcanic structure, ,"REE, Nb, Fe, V, Au, Mo",Deposit, ,,,,,,"iron oxide rock, silica breccia",,Proterozoic gneiss,,,,Morocco ONHYM (2015d),,,,No production,,,,,623 estimated resource,,0.65,,,,,,,,,0.28% Nb2O5,,Morocco ONHYM (2015d),Not compliant,One defined area contains ~51 Mt @ 1.02% REE and 0.13% Nb2O5.,Africa,0,0.0648087444033938,-0.7490912738529253,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,0
107,4017,Lekobolo,"Botswana Uranium Project, Ikongwe, Khurutshe, Kodibeleng, Moiyabana, Red Hills, Shoshong, Sua, Sua Pan", , ,district or area, ,Botswana,Central,-22.0702,27.1646, ,uranium deposit, , ,"U, REE",Occurrence, ,,Proterozoic,,,,,,,,Impact Minerals Ltd.,,Proactive Investors Australia (2011); SNL Metals & Mining (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.2549690811203023,-0.21379475577247942,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,1
108,4201,Lofdal,Lofdal-Bergville, , ,intrusion or complex, ,Namibia,Kunene,-20.3115,14.6943,30 km W of Khorixas on Lofdal 491 and Bergville 490 farms.,carbonatite, , ,"U, Nb, REE, W",Deposit, ,"calcite, limonite, albite",Neoproterozoic,,Neoproterozoic,,"carbonatite, nepheline syenite, phonolite, breccia",Lofdal Carbonatite Complex,,hydrothermal,Namibia Rare Earths (2012),Swarm of carbonatite dikes in alkaline rocks.,McManus and Schneider (1994); Ollett (2012c); Siegfried and Hall (2012); Swinden and Siegfried (2011); Syrett (2012b); Wall and others (2008); Watts (2012b); Watts (2012c); Woolley (2001),,,,No production,,,,,2.88 indicated + 3.28 inferred,0.005594 indicated + 0.00418 inferred,"0.32 indicated, 0.27 inferred",,,,,,,,,,,Siegfried and Hall (2012),NI 43-101 compliant,Estimate for Area 4 only.,Africa,1,-1.2029160106115542,-0.36846830351675003,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,2,1,0,0
109,4275,Lolekek, , , ,intrusion or complex, ,Uganda,Northern,1.7537,34.4483, ,carbonatite, , ,REE,Showing, ,"calcite, dolomite, biotite, tremolite",,,,,"ijolite, melteigite, nepheline syenite, carbonatite",,,,,,de Kun (1987); Mathers (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.5498419153197918,-0.12345244486536858,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
110,4256,Loluni, , , ,site, ,Tanzania,Arusha,-2.8242,35.9705, ,carbonatite with residual enrichment,carbonatite-derived eluvial deposit, ,REE,Showing, ,"diopside, schorlomite, andradite",Quaternary,,Quaternary,,eluvium,,calcite carbonatite lava,,,The cerianite contains unusually high amount of Y.,Zaitsev and others (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.6853361732841954,-0.10457205911872829,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
111,4009,Longonjo,Mt. Chibilundo, ,Ozango Project,intrusion or complex, ,Angola,Huambo,-12.9229,15.2208, ,carbonatite with residual enrichment, , ,"REE, Ba, Nb, Th, Zn, Cu",Occurrence, ,"quartz, dolomite, Fe-oxide",Cretaceous,,,,"dolomite carbonatite, feldspathic breccias",,,,Rift Valley Resources (2014),Grades reported up to 18.9 percent TREO at Ozango.,Alberti and others (1999); Elliott (2012d); Filho and others (1991); Industrial Minerals (2014a); Premoli (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.9842321436865903,-0.3619379375361915,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,2,1,0,1
112,4076,Los Archipelago,"Iles de Los, Los Islands", , ,intrusion or complex, ,Guinea,Kindia,9.467,-13.8, ,alkaline igneous, , ,"Zr, REE",Occurrence, ,"arfvedsonite, aegirine, astrophyllite, nepheline, pyrophanite, sodalite, analcime, låvenite",Lower Cretaceous,,Cretaceous,"104.3 ± 1.7 Ma (Rb-Sr, whole rock)",peralkaline nepheline syenite,,,,,Islands extensively covered by bauxite.,Moreau and others (1996); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.3215477498821817,-0.7218931987870778,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1
113,4047,Lueshe, , , ,intrusion or complex,historic Nb mine,Democratic Republic of the Congo,Nord-Kivu,-0.9861,29.1415, ,carbonatite with residual enrichment,laterite over carbonatite, ,"Nb, P, REE",Showing, ,"dolomite, calcite, pyroxene, feldspar, forsterite, quartz, kaolinite",,,Cambrian,"516 ± 26 Ma (K-Ar, biotite)","weathered calcite carbonatite, laterite, sövite, dolomite carbonatite, beforsite",,"cancrinite syenite, clinopyroxenite, fenite","hydrothermal, supergene",,,Chakhmouradian and others (2015); Jaireth and others (2014); Nasraoui and Bilal (2000); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.630933063656556,-0.18927456487605762,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,2,1,0,0
114,4157,Luicuisse,Lucuisse, , ,intrusion or complex, ,Mozambique,Niassa,-12.383,36.183, ,carbonatite with residual enrichment, , ,"REE, U, P",Occurrence, ,,,,,,carbonatite,,,,,"Premoli (1994) reports that deposit is metasomatic. Residual deposits are commonly 7-8 m thick, but can be 30 m thick.",Premoli (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.9682524696275279,-0.10193634635354563,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,1,0,0,2,1,0,1
115,4010,Lupongola,"Lupulonga, Chitado", , ,intrusion or complex, ,Angola,Cunene,-17.178,13.6677, ,carbonatite, , ,"REE, Sr, Cu, Zn, Zr",Occurrence, ,"calcite, amphibole, biotite, sodalite, ankerite, alkali feldspar",Cretaceous,,,,"calcite carbonatite, syenite, trachyphonolite",,,,,,Alberti and others (1999); Filho and others (1991); Premoli (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.1101723383313693,-0.3812015869272749,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1
116,4011,Lutala,Serra da Neve, , ,intrusion or complex, ,Angola,Namibe,-13.717,13.167,Estimated location. Latitude and longitude represent a central location for Serra da Neve.,alkaline igneous, , ,REE,Showing, ,"nepheline, analcime, biotite, aegirine-augite, arfvedsonite",,,,,nepheline syenite,,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.007735494622507,-0.3874119463697547,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
117,4115,Machinga,"Central, Domasi, EPL0230/07, Ligoni, Main North, Malosa Mountain, South", , ,district or area, ,Malawi,Machinga,-15.184,35.3269, ,alkaline igneous(?), , ,"Nb, Ta, REE, U, Th",Showing, ,,,,,,"syenite, granitic rock",Malosa pluton,,,Globe Metals and Mining Ltd.,"Soil samples contain up to 3,675 ppm TREO.",Chiwanbo and Malikebu (2013); Globe Metals & Mining (2014a); Jepson (2012); Resource Star Ltd. (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0511549831289793,-0.11255485787482979,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1,1,0,0,0,4,1,0,0
118,4159,Macotaia, , ,Murrupula pegmatite field,site, ,Mozambique,Nampula,-15.417,38.417, ,other igneous deposit,pegmatite,pegmatite,REE,Occurrence, ,muscovite,,,,,,,,,,,Cílek (1989); Hains and Mounde (2010); Premoli (1994),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0580511936415955,-0.07422725309510753,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,pegmatite,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
119,4257,Makonde,Ukisis, , ,intrusion or complex, ,Tanzania,Iringa,-10.502,34.5982,"Estimated location based on Woolley (2001), but moved onshore.",carbonatite, , ,"Sr, REE, Ba",Occurrence, ,calcite,,,,,carbonatite,,,,,Magnesiocarbonatite contains 1500 ppm REE.,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-0.9125796285364067,-0.12159318207242331,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
120,4097,Mandena,QMM mine, , ,district or area,Ti mine,Madagascar,Toliara,-24.965,47.01,8 km E of Tolagnaro.,shoreline placer, , ,"Ti, Zr, REE",Deposit, ,quartz,,,,,,,,,"Rio Tinto, Government of Madagascar",,Mining Journal (1989b); SNL Metals & Mining (2015),,,open pit,No production,,,,,75,,,,,,,,,0.96 estimated,,,,Mining Journal (1989b),Not compliant,,Africa,1,-1.3406478373088069,0.032354769451785226,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,0
121,4098,Maniry, , , ,district or area(?), ,Madagascar,Toliara,-24.5592,44.8815, ,unclassified, , ,"Mo, REE, Se",Showing, ,,,,,,,,,,Malagasy Minerals,,Proactive Investors Australia (2013b),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.3286371839782503,0.005954230060296711,True,False,False,False,False,False,False,False,False,False,False,1,1,False,True,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
122,4202,Marinkas,"Marinkas Kwela, Marinkas Quellen", , ,intrusion or complex, ,Namibia,Karas,-28.141,17.419, ,carbonatite, , ,"REE, Nb",Occurrence, ,"aegirine-augite, arfvedsonite",Cambrian,,,,"beforsite, sövite, syenite, nepheline syenite, fenite, granite",Marinkas Quellen Carbonatite Complex,,,Namibia Rare Earths Inc.,,McManus and Schneider (1994); SNL Metals & Mining (2015); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.434649402064469,-0.334672884357723,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,1
