OBJECTID,ID_No,Name,Name_Other,Components,Part_of,Rec_Type,Rec_Note,Country,State_Prov,Latitude,Longitude,Loc_Note,Dep_Type,Dep_Note,Dep_Form,Commods,Status,Stat_Note,Oth_Mins,Age_Mzn,Age_Ma,Host_Age,HAge_Ma,Host_Lith,Host_Unit,Assoc_Rock,Alteration,Company,Comments,Ref_List,Discov_Yr,Expl_Note,Mine_Meth,P_Status,PStat_Note,P_Years,P_refs,P_Note,RR_Ore_Mt,RR_TREO_Mt,RR_TREOgrd,RR_REE_grd,RR_Cutoff,RR_HM_Mt,RR_HM_pct,RR_min_Mt,RR_min_pct,RR_mon_Mt,RR_mon_pct,RR_oth_grd,RR_Yr_Est,RR_Refs,RR_RegCode,RR_Note,Region,has_REE,lat_z,lon_z,region_Africa,region_Antarctica,region_China,region_East Asia,region_Europe,region_Middle East,region_North America,region_Oceania,region_Russian Federation,region_South America,region_South and Central Asia,is_composite_system,is_part_of_complex,rec_type_district or area,rec_type_district or area(?),rec_type_intrusion or complex,rec_type_intrusion or complex(?),rec_type_site,rec_type_site(?),system_class,system_alkaline_intrusive,system_carbonatite,system_clay_laterite,system_hydrothermal,system_other,system_pegmatite,system_placer,system_skarn,system_vein,dep_form_ ,"dep_form_banded or laminated, disseminated, massive","dep_form_banded or laminated, lens, stockwork","dep_form_banded or laminated, lens, veinlet","dep_form_banded or laminated, massive",dep_form_bedded or layered,"dep_form_bedded, disseminated, banded",dep_form_bedded; pelletal; bioclasts,dep_form_breccia,"dep_form_breccia pipes, nests, veins","dep_form_breccia, concretions","dep_form_breccia, massive, layered, dikes, veins",dep_form_brecciated,dep_form_dike,"dep_form_dike, disseminated, stockwork","dep_form_dike, lens","dep_form_dike, vein","dep_form_dike, vein, lens","dep_form_dike, veins",dep_form_dike-shaped body,dep_form_dikes,dep_form_dikes and plugs,dep_form_dikes or sills,"dep_form_dikes, breccia, blanket-shaped bodies","dep_form_dikes, plugs, breccia","dep_form_dikes, sills","dep_form_dikes, vein","dep_form_dikes, veins, cement, breccia fillings","dep_form_dikes, veins, sills, tock-like bodies","dep_form_dikes, veins, veinlets",dep_form_disseminated,"dep_form_disseminated, dikes","dep_form_disseminated, layers","dep_form_disseminated, stratabound","dep_form_disseminated, vein","dep_form_disseminated, veins","dep_form_disseminated, veins, lenses",dep_form_laterite,dep_form_layer,"dep_form_layer, banded, disseminated",dep_form_lens,dep_form_lens or lensoid,"dep_form_lens or lensoid, vein, veinlet, breccia","dep_form_lens, dike","dep_form_lens, dikes, pegmatite","dep_form_lens, dikes, pegmatites","dep_form_lens, disseminated","dep_form_lens, vein","dep_form_lens, vein, nodules",dep_form_lenticular,"dep_form_mantle-shaped, veins",dep_form_massive,dep_form_massive layers or bands,"dep_form_massive, breccia","dep_form_massive, lens, vein","dep_form_massive, oolitic, breccia","dep_form_massive, vein","dep_form_massive, vein, veinlet","dep_form_nest, lens, vein, disseminated","dep_form_nests, veinlets",dep_form_nodular,dep_form_pegmatite,dep_form_pegmatite dikes,dep_form_pegmatite(?),"dep_form_pegmatite, disseminated","dep_form_pegmatite, other","dep_form_pegmatite, stockwork, vein",dep_form_pegmatites,"dep_form_pegmatites, disseminated","dep_form_pegmatites, veins","dep_form_pegmatitic, sill, vein, stockwork","dep_form_plug, dike","dep_form_seams, dikes",dep_form_sheets,dep_form_sill,"dep_form_stock, breccia, dikes, sills",dep_form_stockwork,"dep_form_stockwork, stratiform","dep_form_stockwork, vein","dep_form_stockwork, veins",dep_form_stratabound,dep_form_stratiform,"dep_form_stratiform oolitic, massive","dep_form_stratiform, lensoid","dep_form_stratiform, nodular, pebbles","dep_form_stratiform, oolitic","dep_form_stratiform, pelletal to massive","dep_form_stratiform, pelletal, nodular","dep_form_stratiform, roll, lenticular, tabular","dep_form_stratiform, veinlets, disseminations",dep_form_stratiform; lenses and nodules,dep_form_tabular,"dep_form_tabular, roll-shape",dep_form_unknown,dep_form_vein,"dep_form_vein, dike","dep_form_vein, dikes, lenses","dep_form_vein, lens, stockwork, dike","dep_form_vein, stockwork","dep_form_vein, stockwork, breccia, massive","dep_form_vein, stockwork, dike","dep_form_vein, stockwork, mineralized cupolas","dep_form_vein, veinlets",dep_form_vein-shaped,dep_form_veinlets,"dep_form_veinlets, disseminations",dep_form_veins,"dep_form_veins, dikes","dep_form_veins, lens","dep_form_veins, lenses","dep_form_veins, loads","dep_form_veins, nests","dep_form_veins, other(?)","dep_form_veins, pegmatite","dep_form_veins, pegmatites","dep_form_veins, pegmatites, dikes","dep_form_veins, stockwork","dep_form_veins, veinlets, stockworks",has_Nb,has_Ta,has_Th,has_U,has_P,has_F,has_Zr,commodity_count,is_producing,is_prospect,is_occurrence_only
2932,1409,Dixie-Florence area,,,,district or area,,United States,Idaho,45.5447,-115.4578,"Estimated location south of Dixie, Idaho.",alluvial placer,Alluvial and small residual placers.,unknown,"Au, REE",Occurrence,,quartz,,,,,alluvium,,,,,,Capps (1939); Long and others (2010); Staatz and others (1980),,,,No production,Small past gold production.,,,,,,,,,,,,,,,,,,,,North America,1,0.7462608939419223,-1.9827908982712534,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
2933,8379,Djupedal,,,,site,,Sweden,Kalmar län,57.9637,16.3256,,other igneous deposit,skarn and carbonate replacement. contact metamorphism,unknown,"Fe, REE, Mo, U",Showing,,,,,,,skarn,,granite,,,,EURARE (2017); GEUS and D'Appolonia (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.113831874011371,-0.3482347118280794,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,skarn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0
2934,4316,Dorowa,,,,site(?),,Zimbabwe,Manicaland,-19.06666667,31.75,,carbonatite with residual enrichment,,unknown,"P, Fe, REE",Showing,,,,,Triassic(?),,"carbonatite, foyaite, ijolite, pulaskite",,,,,,Jaireth and others (2014); van Straaten (2002); Woolley and Kjarsgaard (2008),,,,No production,Active mining of apatite with magnetite byproduct.,,,,,,,,,,,,,,,,,,,,Africa,0,-1.1660720934579014,-0.1569204154738035,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,carbonatite,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,0
2935,6136,Dunwich,Myora,,North Stradbroke Island,district or area,,Australia,Queensland,-27.476,153.4427,,shoreline placer,,unknown,"Ti, Zr, SS, REE",Deposit,,quartz,,,,,dune sand,,,,,,Hedrick and Templeton (1991); U.S. Geological Survey (2013); von Gnielinski (2015),,,,Past byproduct producer,,,,,,,,,,,,,,,,,,,,,Oceania,1,-1.4149670845070021,1.35247724485347,False,False,False,False,False,False,False,True,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,0
2936,1415,Enoch Valley Mine,Rasmussen Ridge,,,site,,United States,Idaho,42.8868,-111.4155,,phosphorite,,unknown,"P, REE, U, V",Showing,,"calcite, dolomite, feldspar, limonite, muscovite, quartz, sericite",,,Permian,,"phosphorite, shale",Phosphoria Formation—Mead Peak Member,,,,,Mariano and Mariano (2012b); Piper (1999); U.S. Geological Survey (2013),,,,No production,Phosphate producer.,,,,,,,,,,,,,,,,,,,,North America,0,0.6675937783990777,-1.9326528196326749,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,1,0,0,2,1,0,0
2938,8259,Finnbo, , , ,site(?), ,Sweden,Dalarnas län,60.6196,15.6904, ,other igneous deposit,"pegmatite, felsic-intermediate igneous rock related", ,"Be, FLD, SIL, REE",Occurrence, ,"quartz, feldspar, muscovite, biotite, fluorite, tourmaline",Paleoproterozoic,,Paleoproterozoic,,pegmatite,,,,,,Brotzen (1959); ProMine (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.1924397946141934,-0.3561133224089925,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,False,True,pegmatite,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
2939,8380,Flakaberget,,,,site,,Sweden,Norrbottens län,66.5563,19.5903,,other igneous deposit,"pegmatite, felsic-intermediate igneous rock related",unknown,"FLD, SIL, REE",Showing,,,,,,,,,,,,,EURARE (2017); Finland Geological Survey (2014); GEUS and D'Appolonia (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.368151094829854,-0.3077414814069412,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,pegmatite,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2940,1417,Folkston,,,,district or area,,United States,Georgia,30.8669,-81.4331,,shoreline placer,,unknown,"Ti, Zr, REE",Deposit,,,,,,,,,,,Humphrey's Mining Co. (1979),,Garnar (1972); Gillson (1959); Roskill Information Services (1988); U.S. Geological Survey (2013),,,,Past producer,,,,,,,,,,,,,,,,,,,,Deposit is exhausted.,North America,0,0.3118351486111104,-1.5607704929935546,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,0
2941,1096,Foxtrot, , ,Port Hope Simpson district,site, ,Canada,Newfoundland and Labrador,52.3988,-55.814, ,other igneous deposit,felsic volcanic, ,REE,Occurrence, ,"plagioclase, K-feldspar, biotite, quartz, muscovite, clay, calcite, fluorite",,,,,volcanic rock,,,,Search Minerals Inc. (2012),,Clarke (2012); Search Minerals Inc. (2012); Srivastava and others (2013),,,,No production,,,,,14.4 indicated+inferred,,1.02,,130 ppm Dy,,,,,,,,,Srivastava and others (2013),NI 43-101 compliant,,North America,1,0.9491249131458848,-1.2430077216877125,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
2942,8446,Fuerteventura,,,,site(?),,Spain,Canarias,28.62,-13.99,,carbonatite,,unknown,REE,Occurrence,,,,,,,,,,,,,EURARE (2017); GEUS and D'Appolonia (2017); Sadeghi and others (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,0.24533259324288073,-0.724249836083006,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,False,True,carbonatite,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
2943,8140,Gardiner, , , ,intrusion or complex, ,Greenland,Kommuneqarfik Sermersooq,68.6167,-33.2167, ,alkaline igneous,"alkalic igneous, carbonatite associated", ,REE,Occurrence, ,"nepheline, feldspar, aegirine, sodalite, calcite",Paleogene,,Paleogene,"50.3 ± 1.4 Ma (Fission track, titanite and apatite)","syenite, nepheline syenite(?), peridotite, dunite, ijolite, melilitolite, volcanics",,,,,Age is weighted mean.,Campbell and others (1997); EURARE (2014c); EURARE (2017); Sadeghi and others (2014); Thrane and others (2014); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.4291337220409897,-0.9627254060704776,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
2944,8224,Glogova-Clesnesti,Glogova-Sisesti, , ,district or area, ,Romania,Gorj,44.9281,22.9067, ,shoreline placer,, ,"Ti, Zr, GAR, REE",Occurrence, ,"quartz, mica, feldspar, garnet",Pliocene–Quaternary,,Pliocene–Quaternary,,"sediment, sand",,,,,3 ancient beach formations on River Motru.,EURARE(2017); Nokleberg and others (2005b); ProMine (2013); Towner and others (1988),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,0.7280110939329988,-0.26660699757422673,False,False,False,False,True,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1
2945,8381,Godkärra,,,,site,,Sweden,Västmanlands län,59.8646,15.6574,,other igneous deposit(?),pegmatite,unknown,"FLD, SIL, REE",Showing,,"biotite, andalusite, muscovite",,,,,schist,,,,,,Andersson (2004); EURARE (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.1700937047557158,-0.35652263309723264,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,pegmatite,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2946,8382,Gräddmanshällan Västra,,,,site,,Sweden,Norrbottens län,65.6831,23.1913,,alkaline igneous,kimberlite and lamproite,unknown,"MBL, REE",Showing,,,,,,,dolomite,,,,,,EURARE (2017); GEUS and D'Appolonia (2017),,,,No production,Past producer of feldspar and quartz.,,,,,,,,,,,,,,,,,,,,Europe,0,1.3423065840160493,-0.26307700297201037,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2947,6602,Granny Smith,,,,site(?),,Australia,Western Australia,-28.812,122.423,,carbonatite,veins,unknown,"Au, REE",Showing,,,,,Paleoproterozoic,,monzodiorite-syenite stock,,,,,Carbonatite veins.,Geoscience Australia (2013); Hoatson and others (2011); Jaireth and others (2014),,,,No production,Au producer.,,,,,,,,,,,,,,,,,,,,Oceania,0,-1.4545093044420034,0.9677289189140018,False,False,False,False,False,False,False,True,False,False,False,1,1,False,False,False,False,False,True,carbonatite,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2948,8383,Gränsö,,,,site,,Sweden,Kalmar län,57.7399,16.7031,,unclassified,,unknown,"Fe, REE",Showing,,,,,,,gneiss,,,,,,EURARE (2017); GEUS and D'Appolonia (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.1072079602228582,-0.3435524456216961,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2949,8428,Grebnik,,,,site,bauxite mine,Serbia,Kosovo-Metohija,42.5527,20.5997,,bauxite,karst bauxite—Mediterranean type,unknown,"Al, REE",Occurrence,,,,,,,limestone,,,,,Up to 1450 ppm REE reported.,Deady and others (2014); EURARE (2014a); EURARE (2017); GEUS and D'Appolonia (2017); Maksimovic and Pantó (1985),,,,No production(?),,,,,,,,,,,,,,,,,,,,,Europe,1,0.6577052636683263,-0.29522153568846876,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
2950,8384,Gruvhagen 1,,,,site,,Sweden,Dalarnas län,60.092,16.3853,,other igneous deposit,"skarn, carbonate replacement, contact metamorphism",unknown,"Fe, REE",Showing,,,,,,,,,,,,,EURARE(2017); GEUS and D'Appolonia (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.1768241694362689,-0.3474942315829905,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,skarn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2951,8385,Gruvhagen 2,,,,site,,Sweden,Dalarnas län,60.0916,16.385,,other igneous deposit,"skarn, carbonate replacement, contact metamorphism",unknown,"Fe, REE",Showing,,,,,,,,,,,,,EURARE (2017); GEUS and D'Appolonia (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.1768123304482643,-0.3474979525892472,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,skarn,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2952,8386,Haggruvan,,,,site,,Sweden,Dalarnas län,60.0939,16.3898,,other igneous deposit,mafic to ultramafic intrusion,unknown,"Fe, REE",Showing,,"talc, amphibole",,,Paleoproterozoic,,gabbro,,,,,,EURARE (2017); Jonsson and others (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,1,1.1768804046292904,-0.34743841648913953,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2953,8387,Haggruvan 1,,,,site,,Sweden,Dalarnas län,60.0933,16.3903,,sedimentary,banded iron formation,unknown,"Fe, REE",Showing,,,,,,,sedimentary rock,,,,,,EURARE (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe,0,1.1768626461472835,-0.347432214812045,False,False,False,False,True,False,False,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
2954,6208,Haig,,,Hastings project,district or area,,Australia,Western Australia,-18.3721,127.7704,4.5 km south-southeast of main Yangibana resource.,carbonatite with residual enrichment(?),,unknown,"REE, Nb, F",Showing,,,,,,,,,,,,"Thirteen chip samples from Haig all exceeded 1,000 ppm TREO and 11 of those exceeded 2000 ppm TREO.",Hastings Rare Metals Ltd. (2014a); Western Australia Department of Mineral and Petroleum Resources (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,Oceania,0,-1.1455146772717775,1.034054615104768,False,False,False,False,False,False,False,True,False,False,False,1,1,True,False,False,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,1,0,2,1,0,0
